#         t          x          y          z         vx         vy         vz
     10.657    167.420     40.120    127.360     30.930    -29.110     16.910
     10.671    167.850     39.740    127.590     31.050    -29.370     17.380
     10.686    168.280     39.360    127.830     30.600    -29.370     17.260
     10.700    168.710     38.980    128.070     30.150    -29.320     17.490
     10.714    169.140     38.610    128.310     30.120    -28.660     17.440
     10.729    169.560     38.240    128.560     29.530    -27.770     17.650
     10.743    169.970     37.880    128.830     27.770    -27.760     17.810
     10.757    170.370     37.520    129.090     26.480    -26.970     16.930
     10.771    170.760     37.180    129.360     25.830    -25.760     17.830
     10.786    171.150     36.840    129.640     25.610    -25.110     18.290
     10.800    171.540     36.510    129.930     25.790    -24.060     19.220
     10.814    171.930     36.190    130.230     26.410    -22.640     18.810
     10.829    172.320     35.880    130.530     25.510    -22.200     19.190
     10.843    172.710     35.580    130.850     26.340    -21.000     20.330
     10.857    173.110     35.290    131.170     26.630    -20.320     20.300
     10.871    173.510     35.010    131.500     26.330    -18.900     20.290
     10.886    173.910     34.740    131.840     27.670    -18.000     22.050
     10.900    174.320     34.490    132.190     29.110    -17.100     22.790
     10.914    174.750     34.230    132.550     29.490    -17.370     23.420
     10.929    175.180     33.970    132.930     30.980    -17.290     24.670
     10.943    175.630     33.700    133.320     30.770    -17.580     25.870
     10.957    176.080     33.440    133.730     32.240    -16.770     27.180
     10.971    176.540     33.170    134.140     32.220    -17.400     27.580
     10.986    177.000     32.900    134.550     31.990    -16.700     27.100
     11.000    177.460     32.640    134.960     33.010    -16.280     27.480
     11.014    177.940     32.370    135.370     33.600    -16.040     28.820
     11.029    178.410     32.110    135.790     32.980    -16.640     28.690
     11.043    178.870     31.830    136.210     32.310    -18.610     28.340
     11.057    179.340     31.530    136.620     31.560    -19.360     28.080
     11.071    179.790     31.220    137.030     29.950    -20.540     27.530
     11.086    180.240     30.910    137.430     29.890    -21.400     26.270
     11.100    180.680     30.590    137.820     29.520    -21.290     27.510
     11.114    181.120     30.260    138.220     28.590    -21.420     27.350
     11.129    181.560     29.930    138.610     29.230    -21.530     27.380
     11.143    182.000     29.600    139.000     29.800    -22.120     27.700
     11.157    182.440     29.270    139.380     29.840    -21.920     27.760
     11.171    182.890     28.940    139.770     29.990    -21.920     28.490
     11.186    183.340     28.610    140.160     29.940    -22.190     27.340
     11.200    183.780     28.280    140.540     30.190    -22.880     28.500
     11.214    184.230     27.950    140.930     30.900    -22.430     28.430
     11.229    184.680     27.620    141.320     30.350    -22.670     28.740
     11.243    185.120     27.300    141.700     29.710    -21.760     28.130
     11.257    185.550     26.990    142.080     28.810    -20.610     27.780
     11.271    185.980     26.680    142.460     28.590    -20.380     27.320
     11.286    186.410     26.390    142.840     28.510    -19.930     27.470
     11.300    186.830     26.100    143.220     28.760    -19.020     26.760
     11.314    187.260     25.810    143.590     28.980    -20.310     26.660
     11.329    187.690     25.520    143.960     28.920    -21.350     26.410
     11.343    188.110     25.220    144.340     29.310    -21.060     26.130
     11.357    188.540     24.940    144.710     29.880    -21.270     26.210
     11.371    188.980     24.650    145.090     30.650    -21.300     27.310
     11.386    189.420     24.360    145.470     30.150    -21.380     26.730
     11.400    189.860     24.080    145.850     30.630    -21.330     26.890
     11.414    190.300     23.800    146.240     31.130    -20.720     27.020
     11.429    190.750     23.540    146.630     30.760    -19.670     25.970
     11.429    190.750     23.540    146.630     30.760    -19.680     25.970
