#         t          x          y          z         vx         vy         vz
      6.257     23.780    142.510     15.490     20.450    -47.820    -10.830
      6.271     24.180    141.800     15.610     42.310    -17.700     20.430
      6.286     24.700    141.310     15.940     56.410      0.510     48.680
      6.300     25.310    140.970     16.440     66.100     16.450     75.450
      6.314     25.970    140.800     17.100     51.340     23.950     73.810
      6.329     26.450    140.500     17.410     35.980    -13.230     27.020
      6.343     26.900    140.100     17.600     35.900    -10.510     39.540
      6.357     27.370    139.790     17.930     36.240     -9.190     48.930
      6.371     27.840    139.490     18.310     35.920    -11.840     53.550
      6.386     28.310    139.200     18.740     34.180    -13.080     57.570
      6.400     28.750    138.900     19.180     32.380    -17.330     53.700
      6.414     29.170    138.590     19.620     31.490    -19.720     49.910
      6.429     29.560    138.240     20.030     30.120    -27.520     41.680
      6.443     29.920    137.830     20.400     30.600    -33.190     36.130
      6.457     30.260    137.400     20.760     31.800    -36.440     34.360
      6.471     30.590    136.970     21.130     33.660    -35.570     36.460
      6.486     30.910    136.540     21.520     35.470    -35.690     37.200
      6.500     31.230    136.120     21.930     36.560    -35.370     39.710
      6.514     31.550    135.710     22.370     37.610    -33.350     43.540
      6.529     31.860    135.330     22.840     37.990    -30.250     47.000
      6.543     32.170    134.970     23.350     38.030    -27.330     50.360
      6.557     32.480    134.630     23.880     37.670    -27.320     50.040
      6.571     32.790    134.290     24.390     37.140    -26.630     47.410
      6.586     33.110    133.970     24.900     38.450    -24.210     48.240
      6.600     33.450    133.660     25.430     40.080    -23.280     50.430
      6.614     33.810    133.350     25.960     39.970    -25.170     47.850
      6.629     34.190    133.040     26.460     40.490    -25.850     44.960
      6.643     34.590    132.710     26.950     41.070    -26.540     43.590
      6.657     35.000    132.390     27.430     42.080    -26.250     44.920
      6.671     35.450    132.070     27.940     43.750    -25.310     47.670
      6.686     35.920    131.760     28.440     42.150    -26.050     41.820
      6.700     36.390    131.440     28.910     42.350    -26.540     39.800
      6.714     36.890    131.120     29.390     43.110    -27.400     41.010
      6.729     37.410    130.800     29.870     41.990    -28.880     38.520
      6.743     37.930    130.460     30.340     43.500    -29.580     39.620
      6.757     38.480    130.120     30.850     43.570    -29.460     40.120
      6.771     39.020    129.760     31.330     40.160    -32.180     33.010
      6.786     39.540    129.390     31.760     39.100    -34.280     29.950
      6.800     40.070    129.010     32.210     41.900    -32.750     34.010
      6.814     40.610    128.640     32.690     41.680    -32.970     32.150
      6.829     41.140    128.260     33.150     40.540    -33.600     29.480
      6.843     41.650    127.870     33.600     39.500    -33.220     28.410
      6.857     42.160    127.480     34.040     39.860    -33.320     28.610
      6.871     42.660    127.080     34.500     39.540    -32.850     29.850
      6.886     43.160    126.680     34.950     38.060    -32.820     28.000
      6.900     43.640    126.270     35.400     39.360    -32.270     29.920
      6.914     44.140    125.850     35.860     40.660    -32.000     30.980
      6.929     44.630    125.430     36.320     39.270    -33.510     27.520
      6.943     45.110    124.980     36.740     39.640    -34.460     25.500
      6.957     45.600    124.530     37.170     41.190    -33.570     28.750
      6.971     46.100    124.070     37.620     41.100    -34.290     27.510
      6.986     46.600    123.600     38.040     39.550    -34.740     25.790
      7.000     47.080    123.120     38.460     38.640    -34.570     26.100
      7.014     47.570    122.630     38.860     37.120    -34.120     22.220
      7.029     48.050    122.150     39.230     36.750    -34.390     20.350
      7.043     48.530    121.650     39.600     37.020    -33.720     21.090
      7.057     49.020    121.170     39.960     36.010    -33.500     18.780
      7.071     49.500    120.670     40.290     33.680    -34.370     14.320
      7.086     49.980    120.170     40.610     34.070    -33.470     15.110
      7.100     50.470    119.680     40.940     34.400    -32.560     16.150
      7.114     50.960    119.210     41.280     34.830    -31.070     15.780
      7.129     51.460    118.740     41.610     33.970    -31.550     13.970
      7.143     51.950    118.270     41.930     33.650    -30.260     14.590
      7.157     52.450    117.820     42.270     34.000    -28.680     15.970
      7.171     52.950    117.390     42.610     33.950    -28.460     14.740
      7.186     53.460    116.960     42.950     34.840    -28.230     15.630
      7.200     53.970    116.540     43.290     34.910    -28.150     14.840
      7.214     54.470    116.120     43.620     33.960    -28.130     13.730
      7.229     54.980    115.710     43.940     35.230    -26.970     15.520
      7.243     55.500    115.330     44.280     35.820    -26.020     17.120
      7.257     56.020    114.950     44.630     35.760    -26.320     17.040
      7.271     56.540    114.560     44.950     35.660    -27.750     15.380
      7.286     57.050    114.180     45.270     35.320    -28.060     15.060
      7.300     57.560    113.800     45.580     35.870    -26.670     17.420
      7.314     58.090    113.430     45.910     36.800    -25.370     18.750
      7.329     58.610    113.080     46.240     35.830    -25.250     19.220
      7.343     59.130    112.720     46.580     36.860    -24.010     21.010
      7.357     59.660    112.390     46.910     36.190    -23.090     20.730
      7.371     60.170    112.050     47.240     35.010    -23.480     19.150
      7.386     60.680    111.710     47.550     34.060    -23.520     18.830
      7.400     61.190    111.380     47.860     34.050    -22.700     19.310
      7.414     61.700    111.060     48.170     34.840    -23.440     19.320
      7.429     62.220    110.730     48.480     34.970    -23.820     19.500
      7.443     62.740    110.400     48.790     35.380    -23.830     20.110
      7.457     63.260    110.070     49.100     36.460    -23.270     21.070
      7.471     63.790    109.750     49.410     36.690    -23.440     20.000
      7.486     64.320    109.420     49.720     36.620    -23.790     19.930
      7.500     64.860    109.100     50.030     36.350    -23.350     21.600
      7.514     65.390    108.780     50.350     35.940    -22.960     22.760
      7.529     65.920    108.460     50.670     35.080    -22.490     23.530
      7.543     66.440    108.160     51.000     35.500    -21.960     23.560
      7.557     66.970    107.850     51.320     35.660    -21.340     23.070
      7.571     67.500    107.550     51.640     36.420    -20.680     24.180
      7.586     68.040    107.260     51.960     36.970    -19.800     24.500
      7.600     68.580    106.970     52.280     37.160    -19.010     24.230
      7.614     69.130    106.690     52.600     36.970    -19.440     23.930
      7.629     69.670    106.400     52.890     35.970    -21.020     22.080
      7.643     70.200    106.100     53.180     35.110    -20.820     22.110
      7.657     70.740    105.800     53.470     34.940    -20.740     22.370
      7.671     71.270    105.500     53.760     33.640    -21.970     22.460
      7.686     71.790    105.190     54.050     33.190    -21.960     22.560
      7.700     72.310    104.890     54.340     32.370    -20.760     22.180
      7.714     72.830    104.590     54.630     31.450    -20.420     21.740
      7.729     73.340    104.300     54.910     30.700    -19.730     20.700
      7.743     73.860    104.010     55.200     30.760    -19.410     20.170
      7.757     74.380    103.730     55.480     31.960    -18.070     21.220
      7.771     74.910    103.460     55.770     32.380    -17.330     21.350
      7.786     75.450    103.200     56.060     32.720    -17.370     21.050
      7.800     75.990    102.930     56.360     33.400    -17.150     21.500
      7.814     76.530    102.670     56.660     33.450    -16.820     22.110
      7.829     77.070    102.410     56.970     32.390    -17.600     21.380
      7.843     77.610    102.150     57.260     31.620    -18.860     19.530
      7.857     78.140    101.870     57.560     30.990    -19.650     19.250
      7.871     78.660    101.600     57.860     31.300    -19.580     19.040
      7.886     79.190    101.330     58.160     32.060    -18.880     18.570
      7.900     79.720    101.060     58.460     32.260    -18.740     17.940
      7.914     80.250    100.790     58.760     32.240    -18.350     17.970
      7.929     80.780    100.520     59.070     32.450    -19.110     17.610
      7.943     81.300    100.250     59.380     33.110    -19.670     17.190
      7.957     81.820     99.970     59.690     33.600    -19.500     18.140
      7.971     82.340     99.690     60.010     34.910    -19.080     19.750
      7.986     82.860     99.420     60.350     34.730    -18.580     20.310
      8.000     83.380     99.150     60.690     34.910    -18.380     20.710
      8.014     83.890     98.880     61.040     34.770    -17.450     21.090
      8.029     84.390     98.620     61.390     34.410    -17.780     21.650
      8.043     84.870     98.350     61.740     33.880    -18.090     21.980
      8.057     85.360     98.080     62.100     34.460    -18.190     21.770
      8.071     85.830     97.820     62.460     34.880    -18.130     23.010
      8.086     86.310     97.550     62.830     35.300    -17.570     24.500
      8.100     86.780     97.290     63.210     35.160    -17.320     25.080
      8.114     87.250     97.040     63.590     35.250    -15.870     25.570
      8.129     87.720     96.790     63.970     34.690    -15.400     25.720
      8.143     88.180     96.550     64.350     34.210    -15.020     25.240
      8.157     88.630     96.320     64.730     34.480    -14.380     25.480
      8.171     89.090     96.080     65.100     34.320    -14.700     26.160
      8.186     89.540     95.850     65.480     33.840    -15.030     26.190
      8.200     89.980     95.610     65.860     33.870    -15.270     27.290
      8.214     90.420     95.370     66.250     34.250    -16.030     26.660
      8.229     90.870     95.110     66.620     34.550    -17.270     26.400
      8.243     91.320     94.850     67.000     34.760    -17.930     26.710
      8.257     91.760     94.590     67.370     34.360    -18.710     27.760
      8.271     92.200     94.320     67.760     34.770    -18.870     29.720
      8.286     92.650     94.060     68.160     35.040    -19.130     30.920
      8.300     93.100     93.790     68.570     35.200    -18.300     31.810
      8.314     93.550     93.520     68.980     35.330    -18.880     33.440
      8.329     94.010     93.250     69.400     35.050    -19.020     34.190
      8.343     94.470     92.970     69.830     35.890    -19.390     34.430
      8.357     94.940     92.690     70.260     36.860    -19.990     35.350
      8.371     95.420     92.390     70.680     36.820    -21.190     34.560
      8.386     95.890     92.090     71.100     36.330    -22.320     33.580
      8.400     96.380     91.770     71.510     36.640    -22.350     33.260
      8.414     96.860     91.450     71.910     36.360    -23.290     32.240
      8.429     97.350     91.120     72.310     35.890    -24.300     32.260
      8.443     97.840     90.780     72.710     35.590    -24.950     32.350
      8.457     98.340     90.430     73.110     35.220    -25.580     32.040
      8.471     98.830     90.070     73.500     35.510    -25.670     32.250
      8.486     99.340     89.710     73.900     35.810    -25.850     32.250
      8.500     99.850     89.340     74.290     35.880    -26.980     31.480
      8.514    100.360     88.960     74.680     35.900    -27.680     31.080
      8.529    100.890     88.580     75.080     36.820    -28.490     31.350
      8.543    101.420     88.190     75.470     37.210    -28.280     31.050
      8.557    101.960     87.800     75.870     36.960    -28.200     30.810
      8.571    102.490     87.410     76.270     36.650    -28.280     29.750
      8.586    103.030     87.010     76.660     36.090    -29.220     28.270
      8.600    103.560     86.610     77.040     35.270    -30.340     26.780
      8.614    104.080     86.190     77.420     34.390    -31.690     25.670
      8.629    104.590     85.770     77.790     33.640    -31.990     24.740
      8.643    105.100     85.350     78.160     32.060    -33.040     24.420
      8.657    105.580     84.920     78.530     30.840    -33.050     24.450
      8.671    106.060     84.500     78.910     29.820    -32.680     24.830
      8.686    106.530     84.070     79.280     29.610    -32.370     24.530
      8.700    107.000     83.650     79.660     29.550    -31.490     23.970
      8.714    107.460     83.240     80.030     30.340    -30.580     23.540
      8.729    107.930     82.840     80.410     30.960    -29.350     23.830
      8.743    108.400     82.450     80.790     32.220    -28.600     24.410
      8.757    108.880     82.060     81.170     33.360    -27.760     24.750
      8.771    109.360     81.680     81.560     33.460    -27.370     24.410
      8.786    109.840     81.310     81.940     33.580    -27.110     23.690
      8.800    110.320     80.920     82.310     33.590    -27.680     22.810
      8.814    110.790     80.540     82.680     33.970    -27.760     21.580
      8.829    111.260     80.160     83.040     33.700    -28.040     21.540
      8.843    111.720     79.770     83.390     33.070    -27.920     21.410
      8.857    112.170     79.380     83.740     32.670    -28.040     21.030
      8.871    112.620     78.980     84.090     31.810    -27.940     20.200
      8.886    113.060     78.580     84.430     31.200    -27.690     19.470
      8.900    113.500     78.190     84.750     31.350    -27.460     18.430
      8.914    113.930     77.790     85.070     31.170    -27.210     18.130
      8.929    114.360     77.390     85.390     31.300    -27.200     18.320
      8.943    114.790     76.990     85.710     31.220    -26.730     19.230
      8.957    115.220     76.590     86.030     31.770    -26.490     19.080
      8.971    115.650     76.200     86.360     31.520    -25.870     19.150
      8.986    116.070     75.800     86.680     31.070    -26.410     19.900
      9.000    116.490     75.390     87.020     31.110    -26.510     20.640
      9.014    116.910     74.980     87.350     31.230    -26.300     20.460
      9.029    117.320     74.580     87.690     30.760    -26.040     20.590
      9.043    117.730     74.170     88.020     29.920    -26.130     21.020
      9.057    118.130     73.760     88.360     29.920    -25.180     20.820
      9.071    118.530     73.350     88.690     29.750    -24.600     20.870
      9.086    118.930     72.950     89.030     29.110    -23.940     21.130
      9.100    119.320     72.550     89.360     28.640    -23.590     20.350
      9.114    119.710     72.150     89.680     28.920    -24.310     20.230
      9.129    120.100     71.750     90.010     29.630    -24.530     20.310
      9.143    120.490     71.350     90.330     30.140    -24.770     21.120
      9.157    120.890     70.940     90.660     31.220    -24.400     21.190
      9.171    121.290     70.540     90.980     31.450    -24.660     20.750
      9.186    121.690     70.140     91.290     31.690    -24.260     20.470
      9.200    122.080     69.740     91.590     30.860    -23.840     19.570
      9.214    122.470     69.340     91.890     30.310    -24.890     19.300
      9.229    122.860     68.940     92.180     30.220    -24.690     19.130
      9.243    123.250     68.540     92.460     30.200    -25.040     18.900
      9.257    123.640     68.140     92.740     30.140    -25.300     17.990
      9.271    124.030     67.740     93.010     30.680    -25.220     18.400
      9.286    124.420     67.340     93.290     30.740    -25.700     19.260
      9.300    124.820     66.950     93.570     31.040    -25.120     20.200
      9.314    125.220     66.560     93.860     31.440    -25.010     20.770
      9.329    125.630     66.180     94.160     31.410    -24.770     21.470
      9.343    126.030     65.810     94.450     31.390    -24.400     22.290
      9.357    126.440     65.440     94.750     30.420    -24.050     22.590
      9.371    126.840     65.080     95.040     29.240    -23.780     22.570
      9.386    127.240     64.730     95.320     28.830    -23.200     22.100
      9.400    127.640     64.390     95.600     28.250    -22.850     21.640
      9.414    128.030     64.050     95.870     27.880    -23.110     20.800
      9.429    128.420     63.710     96.130     27.360    -23.710     20.510
      9.443    128.820     63.380     96.390     27.140    -23.800     20.470
      9.457    129.210     63.050     96.650     26.460    -23.040     20.490
      9.471    129.590     62.730     96.910     26.010    -21.980     20.720
      9.486    129.980     62.410     97.160     25.750    -21.000     21.070
      9.500    130.370     62.120     97.430     25.690    -19.430     22.530
      9.514    130.760     61.830     97.700     25.690    -18.170     22.870
      9.529    131.150     61.560     97.980     25.480    -17.730     22.740
      9.543    131.540     61.290     98.260     25.820    -16.300     22.560
      9.557    131.940     61.040     98.540     25.610    -15.930     22.710
      9.571    132.340     60.800     98.830     25.470    -14.930     22.650
      9.586    132.750     60.570     99.120     26.150    -13.740     22.500
      9.600    133.160     60.350     99.420     27.210    -13.380     22.690
      9.614    133.580     60.140     99.730     27.180    -12.470     22.840
      9.629    134.000     59.940    100.040     27.620    -12.560     23.210
      9.643    134.430     59.740    100.370     28.370    -12.810     23.520
      9.657    134.870     59.540    100.710     29.880    -12.970     23.610
      9.671    135.320     59.340    101.060     30.100    -13.530     24.060
      9.686    135.780     59.150    101.410     30.450    -14.180     23.530
      9.700    136.250     58.960    101.770     31.040    -14.250     23.530
      9.714    136.720     58.770    102.140     30.770    -14.050     24.130
      9.729    137.190     58.590    102.520     30.590    -14.640     23.980
      9.743    137.660     58.400    102.900     30.740    -15.110     24.430
      9.757    138.140     58.220    103.290     30.930    -15.170     24.760
      9.771    138.620     58.040    103.690     31.880    -15.170     25.030
      9.786    139.120     57.850    104.090     32.580    -15.170     25.220
      9.800    139.610     57.680    104.500     32.900    -15.260     25.500
      9.814    140.110     57.490    104.910     33.220    -15.610     25.570
      9.829    140.610     57.310    105.320     33.620    -16.910     25.440
      9.843    141.110     57.120    105.740     34.200    -17.610     25.270
      9.857    141.600     56.920    106.150     34.290    -18.350     26.370
      9.871    142.100     56.720    106.570     34.560    -18.680     27.720
      9.886    142.600     56.520    107.010     34.460    -19.780     28.360
      9.900    143.090     56.310    107.440     34.460    -20.440     28.960
      9.914    143.580     56.100    107.880     34.360    -20.960     29.850
      9.929    144.060     55.880    108.330     34.490    -20.910     30.340
      9.943    144.550     55.660    108.770     34.870    -20.870     30.340
      9.957    145.040     55.450    109.220     35.070    -20.500     29.810
      9.971    145.530     55.230    109.650     35.250    -20.970     29.690
      9.986    146.020     55.000    110.090     35.600    -21.040     30.100
     10.000    146.520     54.780    110.530     35.790    -20.870     30.730
     10.014    147.010     54.550    110.970     35.210    -21.260     31.310
     10.029    147.500     54.320    111.400     35.060    -21.140     31.920
     10.043    148.000     54.080    111.840     34.960    -20.740     32.600
     10.057    148.490     53.850    112.280     34.450    -20.300     32.560
     10.071    148.990     53.610    112.720     33.930    -19.300     32.280
     10.086    149.490     53.370    113.150     34.330    -18.930     32.320
     10.100    149.990     53.130    113.570     34.300    -18.930     32.040
     10.114    150.500     52.880    113.990     33.680    -19.040     32.710
     10.129    151.000     52.630    114.420     33.750    -18.930     32.630
     10.143    151.510     52.360    114.840     32.800    -18.620     33.000
     10.157    152.020     52.100    115.260     32.550    -18.390     33.020
     10.171    152.530     51.830    115.670     32.340    -18.130     32.930
     10.186    153.040     51.550    116.080     32.630    -17.790     32.250
     10.200    153.560     51.270    116.490     33.200    -18.080     31.550
     10.214    154.080     50.990    116.900     33.830    -18.360     31.260
     10.229    154.620     50.690    117.300     34.390    -19.090     30.840
     10.243    155.150     50.380    117.700     33.900    -19.240     30.570
     10.257    155.680     50.070    118.110     33.230    -19.370     30.620
     10.271    156.220     49.760    118.520     33.290    -19.330     30.560
     10.286    156.750     49.440    118.930     34.250    -20.050     30.020
     10.300    157.300     49.110    119.350     34.310    -19.950     29.340
     10.314    157.840     48.780    119.760     35.050    -20.040     28.260
     10.329    158.380     48.450    120.180     35.370    -20.920     28.500
     10.343    158.930     48.110    120.610     35.950    -20.950     28.810
     10.357    159.470     47.770    121.050     35.560    -21.520     29.010
     10.371    160.020     47.430    121.490     35.400    -21.730     28.980
     10.386    160.560     47.080    121.930     35.410    -22.330     29.110
     10.400    161.100     46.730    122.380     34.900    -22.440     29.100
     10.414    161.640     46.380    122.830     34.850    -23.430     28.320
     10.429    162.170     46.020    123.280     34.520    -23.950     27.540
     10.443    162.700     45.650    123.720     34.330    -24.860     27.250
     10.457    163.230     45.270    124.170     33.820    -25.460     26.750
     10.471    163.740     44.890    124.610     33.020    -27.020     25.740
     10.486    164.250     44.500    125.050     32.510    -28.040     25.470
     10.500    164.750     44.100    125.480     32.700    -29.000     24.780
     10.514    165.250     43.700    125.900     32.230    -29.810     23.670
     10.529    165.730     43.290    126.310     31.930    -30.610     23.180
     10.543    166.210     42.880    126.720     31.990    -31.010     22.230
     10.557    166.680     42.460    127.110     31.110    -31.250     21.030
     10.571    167.140     42.050    127.490     31.170    -31.650     19.720
     10.586    167.590     41.630    127.860     31.120    -31.440     19.400
     10.600    168.030     41.230    128.210     30.800    -30.970     18.790
     10.614    168.460     40.820    128.570     30.270    -30.870     18.900
     10.629    168.880     40.420    128.910     30.470    -30.830     18.840
     10.643    169.300     40.030    129.250     29.910    -30.010     19.070
     10.657    169.700     39.640    129.580     29.590    -29.450     19.340
     10.671    170.100     39.250    129.910     29.610    -28.700     18.920
     10.686    170.490     38.870    130.220     29.530    -28.260     18.390
     10.700    170.870     38.490    130.530     30.280    -27.520     17.970
     10.714    171.260     38.120    130.820     30.140    -26.820     18.010
     10.729    171.630     37.750    131.120     29.510    -26.040     18.210
     10.743    172.000     37.390    131.410     29.060    -25.240     18.060
     10.757    172.360     37.030    131.690     27.970    -24.510     18.570
     10.771    172.700     36.670    131.980     27.860    -23.730     18.350
     10.786    173.050     36.320    132.250     27.400    -23.210     18.660
     10.800    173.380     35.970    132.520     27.510    -23.030     18.320
     10.814    173.720     35.610    132.790     27.440    -22.480     18.080
     10.829    174.050     35.260    133.040     26.970    -21.910     18.240
     10.843    174.370     34.920    133.300     26.370    -21.900     17.890
     10.857    174.690     34.570    133.540     26.460    -20.680     18.150
     10.871    175.000     34.250    133.790     26.740    -18.740     18.850
     10.886    175.320     33.930    134.040     26.890    -18.190     18.820
     10.900    175.640     33.620    134.290     27.790    -17.360     19.140
     10.914    175.960     33.310    134.540     28.050    -16.980     21.060
     10.929    176.290     33.010    134.800     27.790    -17.250     22.330
     10.943    176.610     32.720    135.070     28.350    -16.610     23.210
     10.957    176.950     32.430    135.340     28.560    -15.580     23.930
     10.971    177.290     32.150    135.610     29.490    -15.390     24.290
     10.986    177.630     31.880    135.890     30.120    -14.600     24.610
     11.000    177.990     31.620    136.170     30.760    -13.980     24.510
     11.014    178.360     31.360    136.450     31.050    -14.180     25.010
     11.029    178.730     31.100    136.730     30.830    -14.250     25.130
     11.043    179.110     30.850    137.010     30.750    -15.250     25.200
     11.057    179.490     30.580    137.300     30.500    -16.520     25.640
     11.071    179.880     30.310    137.590     30.280    -17.770     25.860
     11.086    180.260     30.030    137.880     29.820    -18.930     26.310
     11.100    180.650     29.740    138.170     29.340    -19.410     26.870
     11.114    181.050     29.460    138.470     29.120    -19.490     27.300
     11.129    181.450     29.180    138.780     29.080    -19.980     28.080
     11.143    181.850     28.890    139.090     28.940    -19.910     28.670
     11.157    182.260     28.610    139.410     28.890    -19.850     28.580
     11.171    182.670     28.340    139.730     28.510    -19.850     28.800
     11.186    183.080     28.070    140.040     28.670    -19.240     28.850
     11.200    183.500     27.800    140.360     28.710    -19.900     28.940
     11.214    183.930     27.530    140.690     28.890    -19.420     29.250
     11.229    184.360     27.270    141.010     29.600    -18.730     29.690
     11.243    184.800     27.020    141.350     29.230    -18.200     29.640
     11.257    185.240     26.770    141.680     28.810    -18.130     29.570
     11.271    185.680     26.530    142.010     28.690    -17.760     28.920
     11.286    186.130     26.280    142.340     28.730    -18.050     28.210
     11.300    186.570     26.040    142.670     28.930    -18.320     27.870
     11.314    187.030     25.800    143.000     29.590    -19.230     27.660
     11.329    187.490     25.540    143.330     29.610    -20.400     27.550
     11.343    187.950     25.280    143.670     29.930    -20.700     27.420
     11.357    188.420     25.010    144.010     30.180    -21.550     27.120
     11.371    188.890     24.730    144.360     29.920    -22.150     27.490
     11.386    189.360     24.450    144.720     29.820    -22.300     27.660
     11.400    189.830     24.170    145.090     30.060    -22.010     27.500
     11.414    190.300     23.890    145.460     29.780    -22.220     27.620
     11.429    190.770     23.610    145.840     29.910    -22.080     27.850
     11.429    190.770     23.610    145.840     29.910    -22.080     27.850
