#         t          x          y          z         vx         vy         vz
      1.986   -255.600    468.100   -178.240     78.820    -74.330     71.400
      2.000   -254.480    467.060   -177.240     78.510    -73.560     71.310
      2.014   -253.360    466.010   -176.240     79.480    -74.230     70.990
      2.029   -252.210    464.950   -175.230     80.450    -75.900     71.110
      2.043   -251.060    463.870   -174.220     80.640    -76.640     71.350
      2.057   -249.910    462.780   -173.210     81.490    -77.470     71.750
      2.071   -248.740    461.690   -172.180     82.630    -77.760     72.120
      2.086   -247.560    460.580   -171.160     82.930    -78.260     71.920
      2.100   -246.370    459.460   -170.130     83.610    -78.700     72.370
      2.114   -245.170    458.340   -169.090     83.940    -79.180     72.380
      2.129   -243.960    457.210   -168.050     84.680    -79.430     72.860
      2.143   -242.750    456.070   -167.010     84.530    -79.930     73.140
      2.157   -241.540    454.920   -165.970     84.880    -80.390     73.290
      2.171   -240.310    453.760   -164.920     85.710    -81.100     74.030
      2.186   -239.080    452.590   -163.870     86.270    -81.650     73.390
      2.200   -237.840    451.420   -162.810     86.940    -82.260     73.330
      2.214   -236.590    450.230   -161.760     87.150    -82.070     73.080
      2.229   -235.350    449.050   -160.700     87.310    -81.770     73.520
      2.243   -234.100    447.870   -159.630     87.930    -81.870     72.970
      2.257   -232.850    446.680   -158.570     88.880    -82.210     72.800
      2.271   -231.590    445.480   -157.500     89.590    -83.090     73.110
      2.286   -230.330    444.270   -156.430     89.720    -83.660     72.840
      2.300   -229.070    443.060   -155.350     90.380    -84.550     72.740
      2.314   -227.810    441.840   -154.280     91.120    -84.600     72.500
      2.329   -226.540    440.620   -153.210     91.760    -85.300     72.120
      2.343   -225.260    439.390   -152.150     92.020    -86.100     72.450
      2.357   -223.980    438.150   -151.080     92.240    -87.420     72.380
      2.371   -222.700    436.900   -150.020     91.780    -88.340     72.700
      2.386   -221.430    435.630   -148.950     90.630    -89.940     72.920
      2.400   -220.160    434.350   -147.890     89.270    -90.520     72.930
      2.414   -218.900    433.060   -146.830     89.100    -90.940     72.550
      2.429   -217.630    431.770   -145.770     88.910    -91.470     72.160
      2.443   -216.360    430.460   -144.720     89.400    -91.490     72.180
      2.457   -215.090    429.150   -143.670     89.240    -92.060     72.210
      2.471   -213.810    427.830   -142.610     89.800    -92.740     72.540
      2.486   -212.530    426.490   -141.550     90.110    -93.420     72.440
      2.500   -211.250    425.150   -140.490     90.480    -93.990     72.590
      2.514   -209.960    423.800   -139.430     91.370    -94.810     72.430
      2.529   -208.660    422.430   -138.370     92.250    -95.920     73.160
      2.543   -207.350    421.060   -137.300     92.780    -96.530     74.320
      2.557   -206.040    419.680   -136.230     92.540    -96.550     74.500
      2.571   -204.730    418.290   -135.160     92.360    -96.740     73.750
      2.586   -203.420    416.900   -134.090     92.330    -96.960     73.200
      2.600   -202.110    415.510   -133.030     92.870    -97.480     73.270
      2.614   -200.790    414.110   -131.960     92.790    -97.800     73.780
      2.629   -199.470    412.700   -130.890     92.330    -97.410     74.070
      2.643   -198.150    411.300   -129.820     92.060    -97.240     73.960
      2.657   -196.830    409.890   -128.740     92.580    -97.340     74.060
      2.671   -195.500    408.480   -127.660     92.910    -97.170     74.290
      2.686   -194.170    407.070   -126.590     92.920    -97.420     73.690
      2.700   -192.830    405.660   -125.510     92.710    -97.390     73.880
      2.714   -191.500    404.240   -124.440     93.030    -98.380     73.000
      2.729   -190.150    402.800   -123.380     94.330    -99.390     73.270
      2.743   -188.790    401.360   -122.310     95.420    -99.880     74.190
      2.757   -187.420    399.920   -121.230     95.480   -100.460     74.750
      2.771   -186.060    398.460   -120.140     94.900   -101.280     75.540
      2.786   -184.690    397.000   -119.050     94.960   -101.630     75.630
      2.800   -183.320    395.530   -117.960     94.940   -101.810     76.200
      2.814   -181.950    394.060   -116.860     94.890   -102.130     76.640
      2.829   -180.580    392.580   -115.750     94.780   -102.390     76.990
      2.843   -179.200    391.090   -114.640     94.810   -103.500     76.940
      2.857   -177.820    389.590   -113.530     95.480   -104.310     78.060
      2.871   -176.430    388.080   -112.400     96.010   -104.690     78.680
      2.886   -175.040    386.560   -111.270     95.230   -105.160     78.590
      2.900   -173.650    385.030   -110.140     95.600   -105.350     78.230
      2.914   -172.250    383.490   -109.010     95.420   -105.610     77.760
      2.929   -170.860    381.950   -107.880     95.760   -105.950     77.270
      2.943   -169.460    380.400   -106.740     96.010   -106.460     78.020
      2.957   -168.070    378.840   -105.610     96.340   -108.140     78.110
      2.971   -166.660    377.260   -104.460     96.440   -109.160     78.540
      2.986   -165.260    375.670   -103.320     96.130   -109.870     79.100
      3.000   -163.850    374.060   -102.170     96.290   -111.210     79.460
      3.014   -162.450    372.450   -101.010     96.600   -112.040     80.620
      3.029   -161.030    370.820    -99.840     96.780   -112.930     81.220
      3.043   -159.610    369.180    -98.670     97.060   -113.230     81.770
      3.057   -158.180    367.540    -97.500     98.300   -113.540     81.900
      3.071   -156.740    365.890    -96.320     99.510   -113.780     81.710
      3.086   -155.280    364.230    -95.130    101.050   -114.440     82.150
      3.100   -153.820    362.560    -93.940    101.140   -115.140     82.640
      3.114   -152.360    360.880    -92.750    101.880   -115.610     82.640
      3.129   -150.890    359.190    -91.540    101.960   -116.970     83.320
      3.143   -149.420    357.480    -90.340    101.950   -118.570     83.320
      3.157   -147.940    355.760    -89.130    102.570   -119.380     83.980
      3.171   -146.470    354.030    -87.920    102.530   -119.940     83.920
      3.186   -144.980    352.280    -86.710    102.370   -121.080     84.970
      3.200   -143.500    350.520    -85.490    101.910   -121.230     84.100
      3.214   -142.020    348.760    -84.280    102.830   -122.340     84.210
      3.229   -140.520    346.970    -83.060    102.880   -123.710     85.850
      3.243   -139.030    345.170    -81.830    103.330   -125.140     86.400
      3.257   -137.530    343.350    -80.580    103.810   -126.470     87.100
      3.271   -136.020    341.520    -79.330    104.530   -127.470     87.650
      3.286   -134.500    339.660    -78.070    105.520   -129.100     87.850
      3.300   -132.980    337.790    -76.810    106.260   -131.210     88.510
      3.314   -131.450    335.890    -75.540    107.120   -133.020     89.580
      3.329   -129.910    333.970    -74.260    107.900   -133.740     88.950
      3.343   -128.360    332.050    -72.990    108.790   -134.700     89.210
      3.357   -126.800    330.110    -71.710    110.440   -135.790     89.660
      3.371   -125.220    328.150    -70.430    111.510   -137.600     89.870
      3.386   -123.630    326.170    -69.160    112.250   -138.710     89.950
      3.400   -122.030    324.180    -67.880    113.480   -140.820     89.340
      3.414   -120.410    322.160    -66.620    113.860   -142.250     88.730
      3.429   -118.790    320.120    -65.370    113.910   -144.350     88.020
      3.443   -117.160    318.040    -64.120    115.170   -146.550     88.480
      3.457   -115.520    315.950    -62.870    115.650   -148.610     88.190
      3.471   -113.870    313.820    -61.630    116.600   -151.530     87.410
      3.486   -112.210    311.650    -60.390    116.910   -154.860     87.890
      3.500   -110.550    309.440    -59.160    117.380   -157.870     88.130
      3.514   -108.880    307.200    -57.920    116.830   -161.200     88.970
      3.529   -107.200    304.910    -56.690    117.280   -163.750     89.490
      3.543   -105.510    302.600    -55.450    118.040   -165.880     89.700
      3.557   -103.810    300.250    -54.220    118.650   -168.480     89.820
      3.571   -102.100    297.860    -52.990    118.440   -170.760     90.840
      3.586   -100.380    295.440    -51.760    118.180   -172.750     90.030
      3.600    -98.660    292.980    -50.540    119.290   -174.940     89.330
      3.614    -96.920    290.480    -49.330    119.480   -177.770     88.100
      3.629    -95.160    287.940    -48.130    120.900   -180.560     87.600
      3.643    -93.400    285.350    -46.930    121.760   -183.080     86.430
      3.657    -91.620    282.710    -45.750    122.810   -186.320     85.150
      3.671    -89.830    280.030    -44.580    123.190   -189.240     84.110
      3.686    -88.030    277.300    -43.420    124.400   -192.830     83.340
      3.700    -86.220    274.510    -42.260    124.610   -196.940     82.730
      3.714    -84.410    271.660    -41.120    124.800   -201.010     81.540
      3.729    -82.590    268.760    -39.990    125.080   -205.340     80.130
      3.743    -80.770    265.790    -38.870    125.280   -209.400     79.350
      3.757    -78.950    262.750    -37.770    125.810   -215.600     77.230
      3.771    -77.130    259.620    -36.700    125.510   -221.930     74.580
      3.786    -75.320    256.420    -35.650    125.470   -227.840     72.900
      3.800    -73.520    253.130    -34.620    125.410   -233.680     70.480
      3.814    -71.720    249.760    -33.630    125.110   -239.730     67.460
      3.829    -69.940    246.290    -32.680    124.920   -246.260     63.300
      3.843    -68.170    242.740    -31.780    124.800   -253.100     59.400
      3.857    -66.420    239.080    -30.950    123.320   -260.720     54.090
      3.871    -64.700    235.320    -30.190    121.050   -269.610     48.310
      3.886    -63.030    231.430    -29.520    117.200   -278.440     42.440
      3.900    -61.420    227.440    -28.950    111.800   -286.080     34.210
      3.914    -59.890    223.340    -28.510    104.890   -293.590     24.240
      3.929    -58.460    219.140    -28.220     96.450   -299.160     12.240
      3.943    -57.160    214.870    -28.090     86.520   -303.590     -1.170
      3.957    -56.000    210.550    -28.160     75.360   -304.170    -15.610
      3.971    -55.010    206.240    -28.430     63.610   -300.810    -29.930
      3.986    -54.190    201.990    -28.890     52.540   -294.320    -42.260
      4.000    -53.530    197.840    -29.530     42.590   -285.910    -52.340
      4.014    -53.020    193.830    -30.290     33.210   -276.110    -59.460
      4.029    -52.620    189.960    -31.160     25.550   -264.980    -64.420
      4.043    -52.320    186.270    -32.090     20.070   -252.650    -67.290
      4.057    -52.090    182.730    -33.060     15.590   -241.180    -68.330
      4.071    -51.900    179.350    -34.040     13.370   -229.610    -68.150
      4.086    -51.740    176.120    -35.010     12.410   -218.940    -67.700
      4.100    -51.600    173.020    -35.980     12.270   -208.890    -66.630
      4.114    -51.460    170.060    -36.920     12.660   -199.640    -64.870
      4.129    -51.310    167.210    -37.820     13.830   -192.600    -62.010
      4.143    -51.160    164.460    -38.690     15.570   -185.060    -58.970
      4.157    -50.990    161.830    -39.520     17.120   -177.570    -55.990
      4.171    -50.800    159.310    -40.320     17.780   -171.340    -52.260
      4.186    -49.970    157.910    -42.280     23.140   -168.270    -48.250
      4.200    -49.730    155.580    -42.970     23.950   -163.610    -45.340
      4.214    -49.480    153.320    -43.610     24.410   -158.430    -41.690
      4.229    -49.220    151.130    -44.190     25.100   -153.690    -37.550
      4.243    -48.940    149.010    -44.710     25.930   -148.950    -34.440
      4.257    -48.650    146.930    -45.190     25.840   -145.000    -32.440
      4.271    -48.360    144.890    -45.640     25.990   -141.050    -29.490
      4.286    -48.060    142.920    -46.030     25.960   -135.970    -26.150
      4.300    -47.770    141.020    -46.340     26.250   -131.340    -23.910
      4.314    -47.480    139.170    -46.640     26.860   -127.700    -22.090
      4.329    -47.210    137.370    -46.880     26.630   -123.790    -19.250
      4.343    -46.940    135.640    -47.070     27.000   -119.650    -16.700
      4.357    -46.680    133.960    -47.240     26.510   -116.130    -15.200
      4.371    -46.440    132.350    -47.400     25.480   -112.080    -13.750
      4.386    -46.220    130.780    -47.560     24.490   -109.190    -12.670
      4.400    -46.000    129.250    -47.700     24.050   -106.370    -10.480
      4.414    -45.780    127.760    -47.820     23.560   -103.120     -8.330
      4.429    -45.580    126.330    -47.900     22.420    -99.450     -6.050
      4.443    -45.380    124.950    -47.980     22.320    -96.560     -5.400
      4.457    -45.160    123.610    -48.040     22.620    -92.870     -4.180
      4.471    -44.960    122.340    -48.110     22.570    -89.220     -2.720
      4.486    -44.720    121.110    -48.140     22.850    -86.060     -2.040
      4.500    -44.470    119.910    -48.190     22.890    -83.380     -1.260
      4.514    -44.220    118.760    -48.230     22.680    -80.640     -0.740
      4.529    -43.980    117.630    -48.250     21.240    -77.870      0.520
      4.543    -43.750    116.530    -48.260     21.300    -75.380      1.180
      4.557    -43.490    115.470    -48.240     21.560    -72.390      2.440
      4.571    -43.240    114.450    -48.190     20.680    -68.110      3.850
      4.586    -42.760    112.330    -47.150     15.750    -63.710      5.070
      4.600    -42.540    111.420    -47.070     15.610    -61.560      6.200
      4.614    -42.330    110.560    -46.970     15.260    -58.800      7.120
      4.629    -42.110    109.730    -46.860     15.390    -56.740      8.320
      4.643    -41.890    108.940    -46.740     15.000    -54.320      9.350
      4.657    -41.680    108.180    -46.600     14.690    -52.670     11.040
      4.671    -41.470    107.440    -46.450     14.640    -50.900     11.440
      4.686    -41.270    106.740    -46.290     14.030    -48.500     12.270
      4.700    -41.060    106.070    -46.140     14.550    -46.340     12.650
      4.714    -40.850    105.440    -45.970     14.210    -44.160     14.210
      4.729    -40.630    104.840    -45.790     14.940    -41.570     14.320
      4.743    -40.420    104.280    -45.600     14.580    -38.600     14.510
      4.757    -40.200    103.750    -45.410     14.490    -36.300     14.210
      4.771    -39.990    103.260    -45.220     14.080    -33.740     13.760
      4.786    -39.780    102.800    -45.030     14.240    -31.900     14.100
      4.800    -39.580    102.370    -44.830     14.750    -30.140     14.520
      4.814    -39.370    101.970    -44.620     14.900    -27.830     15.110
      4.829    -39.150    101.600    -44.410     15.270    -25.660     15.770
      4.843    -38.930    101.270    -44.190     15.670    -23.140     16.320
      4.857    -38.710    100.960    -43.960     15.840    -21.380     17.160
      4.871    -38.490    100.690    -43.730     15.660    -19.330     17.340
      4.886    -38.260    100.440    -43.500     15.900    -17.310     16.770
      4.900    -38.020    100.220    -43.270     16.570    -15.170     16.630
      4.914    -37.780    100.020    -43.040     16.580    -12.900     17.400
      4.929    -37.540     99.860    -42.800     17.240    -11.450     17.650
      4.943    -37.280     99.710    -42.560     18.170    -10.150     18.400
      4.957    -37.020     99.590    -42.310     18.240     -8.280     18.930
      4.971    -36.760     99.490    -42.060     17.730     -6.860     19.690
      4.986    -36.500     99.410    -41.800     18.580     -4.980     21.130
      5.000    -36.220     99.370    -41.530     18.860     -3.420     21.500
      5.014    -35.940     99.340    -41.250     19.330     -1.550     22.620
      5.029    -35.650     99.340    -40.970     19.650      0.120     23.100
      5.043    -35.350     99.370    -40.670     19.650      1.860     23.440
      5.057    -35.050     99.410    -40.370     19.660      2.640     24.090
      5.071    -34.740     99.470    -40.050     20.220      5.030     25.170
      5.086    -34.420     99.560    -39.720     21.060      6.760     25.810
      5.100    -34.090     99.670    -39.380     21.940      8.270     26.710
      5.114    -33.750     99.800    -39.020     22.520     10.150     27.050
      5.129    -33.410     99.960    -38.650     22.480     12.010     27.880
      5.143    -33.070    100.140    -38.270     23.400     13.710     28.770
      5.157    -32.720    100.350    -37.880     24.440     15.070     29.670
      5.171    -32.360    100.570    -37.470     25.140     16.800     30.840
      5.186    -32.000    100.820    -37.050     25.530     17.410     31.820
      5.200    -31.640    101.080    -36.620     25.510     18.390     32.850
      5.214    -31.270    101.360    -36.170     25.640     19.370     33.800
      5.229    -30.900    101.660    -35.710     26.340     20.770     34.910
      5.243    -30.520    101.980    -35.230     26.480     22.880     36.050
      5.257    -30.140    102.330    -34.750     26.670     24.770     36.940
      5.271    -29.750    102.710    -34.250     27.130     26.360     37.620
      5.286    -29.350    103.100    -33.750     27.010     28.470     37.940
      5.300    -28.950    103.530    -33.240     27.870     30.490     38.560
      5.314    -28.530    103.990    -32.720     29.350     33.050     39.170
      5.329    -28.100    104.470    -32.200     29.740     34.710     39.410
      5.343    -27.660    104.980    -31.660     30.010     36.380     40.270
      5.357    -27.220    105.510    -31.100     30.120     38.010     41.440
      5.371    -26.770    106.060    -30.530     31.380     39.820     41.730
      5.386    -26.310    106.640    -29.940     32.670     41.990     43.010
      5.400    -25.850    107.260    -29.330     33.580     43.500     44.620
      5.414    -25.380    107.890    -28.710     34.200     45.290     45.720
      5.429    -24.900    108.560    -28.060     34.410     46.630     46.730
      5.443    -24.430    109.240    -27.410     35.430     47.650     47.230
      5.457    -23.940    109.960    -26.740     36.500     49.820     48.190
      5.471    -23.440    110.700    -26.050     36.880     51.380     48.660
      5.486    -22.940    111.470    -25.360     37.500     54.090     49.280
      5.500    -22.430    112.280    -24.650     38.530     56.130     51.200
      5.514    -21.910    113.120    -23.910     39.200     58.690     53.610
      5.529    -21.380    114.000    -23.150     40.000     61.920     54.870
      5.543    -20.840    114.920    -22.380     41.180     64.350     56.010
      5.557    -20.290    115.880    -21.590     42.150     67.360     57.510
      5.571    -19.720    116.870    -20.780     42.870     69.770     58.970
      5.586    -19.140    117.920    -19.950     44.140     73.880     60.490
      5.600    -18.550    119.010    -19.100     45.270     77.400     62.360
      5.614    -17.940    120.150    -18.220     46.330     80.640     64.670
      5.629    -17.310    121.350    -17.320     47.540     83.610     67.320
      5.643    -16.660    122.580    -16.390     48.760     86.560     69.180
      5.657    -15.990    123.860    -15.440     50.370     90.360     70.440
      5.671    -15.290    125.200    -14.450     52.420     94.640     72.680
      5.686    -14.560    126.600    -13.440     54.190    100.050     75.000
      5.700    -13.790    128.070    -12.380     57.250    105.050     77.700
      5.714    -12.990    129.600    -11.290     60.730    110.370     79.560
      5.729    -12.130    131.220    -10.160     63.660    117.460     82.440
      5.743    -11.240    132.930     -8.980     66.710    124.040     86.190
      5.757    -10.300    134.720     -7.740     70.780    131.240     90.870
      5.771     -9.300    136.620     -6.430     75.210    138.760     95.290
      5.786     -8.240    138.630     -5.070     80.930    146.950     99.580
      5.800     -7.090    140.760     -3.630     89.440    157.030    105.320
      5.814     -5.820    143.030     -2.100    101.300    169.470    114.390
      5.829     -4.380    145.480     -0.450    119.120    184.750    126.340
      5.843     -2.670    148.140      1.370    153.670    198.880    143.110
      5.857     -0.420    150.700      3.260    196.050    148.270    134.570
      5.871      2.050    152.610      4.870    184.730     96.180    111.520
      5.886      4.410    154.060      6.210    164.490     67.310     94.560
      5.900      6.610    155.190      7.350    145.750     48.390     80.910
      5.914      8.640    156.080      8.330    131.540     32.980     71.220
      5.929     10.500    156.770      9.180    120.110     19.740     63.700
      5.943     12.200    157.280      9.920    109.530      9.210     58.590
      5.957     13.750    157.640     10.570     96.880      1.830     54.310
      5.971     15.160    157.850     11.160     81.850     -2.870     49.730
      5.986     16.430    157.930     11.680     65.650     -5.340     44.600
      6.000     17.590    157.890     12.150     51.720     -6.630     38.780
      6.014     18.630    157.760     12.580     39.560     -8.030     34.040
      6.029     19.570    157.540     12.980     29.870    -10.310     30.580
      6.043     20.410    157.230     13.340     21.630    -14.070     26.690
      6.057     21.150    156.840     13.680     14.510    -17.400     23.500
      6.071     21.820    156.370     14.000      8.680    -22.040     21.000
      6.086     22.390    155.820     14.300      2.780    -27.070     18.150
      6.100     22.890    155.190     14.580     -2.120    -32.390     15.830
      6.114     23.310    154.480     14.850     -6.480    -38.970     12.970
      6.129     23.660    153.700     15.100    -11.120    -45.140     10.560
      6.143     23.930    152.830     15.330    -15.090    -52.110      8.600
      6.157     24.140    151.890     15.550    -20.100    -59.900      6.520
      6.171     24.260    150.860     15.750    -25.730    -68.350      2.500
      6.186     24.310    149.740     15.910    -32.210    -79.440     -2.230
      6.200     24.260    148.500     16.030    -41.140    -93.840     -9.030
      6.214     24.090    147.110     16.060    -53.330   -116.940    -20.650
      6.229     23.760    145.400     15.950    -73.010   -175.060    -44.460
      6.243     23.570    143.600     15.620    -10.100   -101.250    -42.890
