#         t          x          y          z         vx         vy         vz
      7.700     70.080    206.840     39.210    104.080    -56.600    159.120
      7.714     71.550    205.980     41.490    103.200    -65.050    160.540
      7.729     73.010    205.010     43.810    102.960    -70.860    161.570
      7.743     74.470    203.960     46.130    102.820    -77.070    162.430
      7.757     75.950    202.810     48.460    103.620    -85.190    163.260
      7.771     77.430    201.540     50.800    104.940    -93.270    164.120
      7.786     78.950    200.150     53.150    105.260   -100.750    164.180
      7.800     80.450    198.660     55.490    104.290   -108.380    162.720
      7.814     81.940    197.060     57.800    103.450   -116.460    161.890
      7.829     83.410    195.340     60.110    102.910   -123.580    162.740
      7.843     84.870    193.520     62.440    102.310   -131.580    163.040
      7.857     86.330    191.580     64.760    102.530   -140.100    161.680
      7.871     87.800    189.520     67.050    102.430   -149.210    160.970
      7.886     89.270    187.320     69.350    102.520   -158.210    161.620
      7.900     90.730    184.990     71.660    101.710   -167.590    161.300
      7.914     92.180    182.530     73.950     99.420   -176.760    159.050
      7.929     93.590    179.930     76.210     98.040   -186.290    157.230
      7.943     94.970    177.190     78.450     96.290   -195.330    155.360
      7.957     96.350    174.340     80.640     95.360   -202.680    151.960
      7.971     97.690    171.390     82.790     93.090   -212.620    148.810
      7.986     99.010    168.270     84.900     91.670   -222.650    145.630
      8.000    100.300    165.030     86.960     89.400   -232.380    142.570
      8.014    101.560    161.650     88.970     86.120   -241.840    138.460
      8.029    102.760    158.100     90.920     82.460   -253.640    134.330
      8.043    103.910    154.400     92.800     79.400   -264.020    128.920
      8.057    105.020    150.550     94.600     75.990   -274.050    122.790
      8.071    106.080    146.570     96.300     71.770   -283.090    115.950
      8.086    107.070    142.460     97.910     67.450   -292.600    108.380
      8.100    108.000    138.210     99.400     62.650   -301.640     99.820
      8.114    108.850    133.840    100.770     56.720   -309.800     90.700
      8.129    109.630    129.360    101.990     52.170   -319.250     80.160
      8.143    110.330    124.730    103.050     46.180   -328.310     68.050
      8.157    110.940    120.000    103.930     39.180   -334.240     54.940
      8.171    111.450    115.180    104.610     32.520   -340.740     41.480
      8.186    111.860    110.270    105.100     25.020   -345.680     26.320
      8.200    112.160    105.300    105.360     17.540   -349.340     10.960
      8.214    112.350    100.300    105.410      9.420   -351.620     -5.200
      8.229    112.430     95.270    105.200      0.970   -351.980    -22.950
      8.243    112.380     90.230    104.750     -7.410   -351.360    -39.170
      8.257    112.210     85.240    104.060    -16.910   -345.410    -56.480
      8.271    111.910     80.340    103.120    -26.270   -338.800    -72.720
      8.286    110.600     75.870    100.090    -36.160   -328.090    -89.580
      8.300    110.900     70.950    100.570    -43.040   -317.580   -103.340
      8.314    110.230     66.500     98.990    -51.650   -305.730   -116.860
      8.329    109.420     62.220     97.230    -59.810   -292.180   -128.420
      8.343    108.520     58.150     95.310    -65.320   -278.820   -140.760
      8.357    107.540     54.270     93.220    -71.030   -263.700   -150.850
      8.371    106.480     50.620     91.010    -76.240   -248.370   -157.450
      8.386    105.360     47.180     88.720    -80.740   -233.420   -164.940
      8.400    104.180     43.950     86.330    -84.060   -217.630   -170.180
      8.414    102.970     40.960     83.880    -84.210   -202.030   -174.770
      8.429    101.760     38.180     81.350    -85.500   -186.700   -178.670
      8.443    100.540     35.630     78.780    -86.530   -171.450   -180.780
      8.457     99.300     33.290     76.200    -87.730   -157.430   -181.860
      8.471     98.050     31.140     73.590    -88.040   -142.730   -183.280
      8.486     96.810     29.210     70.980    -87.060   -128.220   -182.990
      8.500     95.610     27.520     68.350    -86.170   -115.660   -181.840
      8.514     94.360     25.910     65.770    -86.370   -102.560   -181.510
      8.529     93.140     24.550     63.180    -85.470    -87.750   -179.870
      8.543     91.930     23.400     60.630    -85.370    -74.410   -177.210
      8.557     90.720     22.420     58.120    -83.870    -63.170   -174.270
      8.571     89.540     21.600     55.640    -81.210    -52.400   -172.840
      8.586     88.400     20.930     53.170    -79.700    -42.640   -170.210
      8.600     87.280     20.390     50.760    -77.600    -32.290   -166.060
      8.614     86.180     20.000     48.410    -76.140    -22.030   -161.330
      8.629     85.100     19.750     46.140    -74.920    -12.660   -156.140
      8.643     84.020     19.640     43.930    -73.710     -3.190   -151.950
      8.657     82.970     19.660     41.810    -70.540      5.130   -146.690
      8.671     81.980     19.790     39.730    -67.080     13.960   -143.380
      8.686     81.030     20.040     37.720    -64.260     22.110   -137.470
      8.700     80.130     20.410     35.790    -60.750     29.420   -132.210
      8.714     79.270     20.880     33.950    -57.390     37.370   -126.020
      8.729     78.470     21.480     32.200    -54.030     45.600   -119.890
      8.743     77.720     22.170     30.540    -51.460     51.720   -113.760
      8.757     76.990     22.960     28.970    -48.420     58.030   -107.420
      8.771     76.330     23.830     27.480    -44.080     63.980   -102.890
      8.786     75.720     24.790     26.050    -40.580     69.860    -97.050
      8.800     75.190     25.830     24.710    -35.760     75.130    -90.770
      8.814     74.720     26.950     23.460    -31.240     80.850    -84.660
      8.829     74.300     28.150     22.290    -28.700     86.200    -78.590
      8.843     73.920     29.410     21.210    -25.060     90.600    -72.380
      8.857     73.590     30.730     20.230    -21.830     95.390    -65.230
      8.871     73.310     32.130     19.340    -17.650     99.850    -58.210
      8.886     73.080     33.590     18.560    -14.040    104.790    -51.550
      8.900     72.920     35.110     17.870    -10.080    108.190    -45.120
      8.914     72.810     36.690     17.270     -6.040    112.370    -38.110
      8.929     72.760     38.320     16.790     -1.750    115.370    -30.620
      8.943     72.770     39.990     16.390      1.250    119.160    -24.820
      8.957     72.810     41.730     16.080      4.130    123.390    -17.680
      8.971     72.880     43.510     15.870      7.520    126.290    -11.170
      8.986     73.010     45.330     15.750     11.090    128.100     -4.130
      9.000     73.190     47.180     15.740     16.420    131.510      4.190
      9.014     73.460     49.070     15.850     21.460    132.820     11.290
      9.029     73.790     50.980     16.050     24.970    135.510     17.830
      9.043     74.170     52.930     16.350     29.220    137.710     24.790
      9.057     74.610     54.910     16.760     33.090    140.110     32.620
      9.071     75.110     56.910     17.270     37.820    141.220     40.150
      9.086     75.680     58.940     17.890     41.990    143.410     47.700
      9.100     76.310     61.000     18.640     47.200    144.330     58.240
      9.114     77.010     63.060     19.540     52.390    144.780     67.560
      9.129     77.790     65.120     20.580     57.120    144.690     75.800
      9.143     78.630     67.190     21.720     62.070    144.790     84.010
      9.157     79.550     69.250     22.990     67.140    144.590     92.280
      9.171     80.530     71.310     24.380     70.320    144.040    100.600
      9.186     81.540     73.350     25.880     74.970    143.330    109.840
      9.200     82.640     75.380     27.530     80.500    141.870    119.410
      9.214     83.810     77.400     29.300     85.800    141.140    128.010
      9.229     85.040     79.360     31.180     92.760    138.400    137.300
      9.243     86.430     81.310     33.220     99.120    136.150    146.710
      9.257     87.870     83.240     35.380    104.000    133.910    155.640
      9.271     89.380     85.150     37.680    109.530    131.130    165.670
      9.286     90.990     87.010     40.120    116.510    127.640    175.960
      9.300     92.760     88.820     42.720    123.530    122.980    186.040
      9.314     94.570     90.540     45.450    129.740    117.930    196.380
      9.329     96.490     92.170     48.340    137.970    110.430    208.030
      9.343     98.520     93.700     51.390    143.760    104.290    219.760
      9.357    100.630     95.150     54.600    150.370     97.850    229.460
      9.371    102.830     96.490     57.940    156.680     88.260    239.740
      9.386    105.130     97.680     61.430    163.770     77.930    249.490
      9.400    107.520     98.720     65.070    170.000     67.120    260.490
      9.414    110.000     99.570     68.870    175.310     53.090    271.700
      9.429    112.550    100.220     72.820    181.960     38.230    280.640
      9.443    116.540     98.210     78.870    188.530     22.910    289.270
      9.457    117.940    100.850     81.080    194.600      6.190    296.510
      9.471    120.770    100.800     85.360    200.640    -12.440    301.710
      9.486    123.670    100.480     89.710    204.770    -32.820    307.200
      9.500    126.620     99.840     94.120    209.010    -54.990    310.670
      9.514    129.680     98.900     98.640    212.520    -79.050    310.970
      9.529    132.690     97.580    103.000    214.130   -102.580    309.100
      9.543    135.770     95.950    107.380    214.960   -126.740    304.180
      9.557    138.810     93.970    111.680    210.690   -150.840    297.430
      9.571    141.790     91.640    115.860    206.220   -173.880    286.610
      9.586    144.700     89.000    119.870    201.260   -194.100    274.150
      9.600    147.530     86.090    123.690    194.560   -212.120    259.140
      9.614    150.250     82.940    127.280    185.960   -226.720    242.740
      9.629    152.840     79.610    130.620    176.710   -237.680    223.730
      9.643    155.290     76.150    133.680    166.560   -245.410    205.390
      9.657    157.590     72.600    136.490    156.790   -251.720    188.640
      9.671    159.760     68.960    139.080    147.720   -255.960    173.160
      9.686    161.800     65.290    141.440    138.440   -258.010    157.160
      9.700    163.710     61.590    143.570    128.830   -260.080    141.420
      9.714    165.470     57.870    145.480    118.790   -259.080    126.360
      9.729    167.090     54.190    147.180    109.060   -256.610    111.020
      9.743    168.580     50.540    148.660    100.210   -254.520     96.810
      9.757    169.940     46.940    149.940     91.450   -251.350     82.910
      9.771    171.190     43.380    151.040     83.820   -247.040     70.950
      9.786    172.310     39.890    151.970     75.480   -242.190     60.130
      9.800    173.340     36.470    152.760     69.170   -237.190     50.130
      9.814    174.280     33.130    153.400     62.650   -231.150     39.810
      9.829    175.130     29.870    153.910     56.660   -224.940     30.100
      9.843    175.900     26.710    154.280     50.200   -218.470     20.670
      9.857    176.610     23.670    154.540     44.030   -212.240     11.740
      9.871    177.190     20.690    154.630     37.000   -206.170      2.620
      9.886    177.660     17.800    154.610     30.510   -199.170     -5.700
      9.900    178.060     15.020    154.480     25.660   -192.290    -12.640
      9.914    178.390     12.320    154.270     19.970   -186.020    -19.180
      9.929    178.640      9.710    153.950     14.850   -178.110    -26.990
      9.943    178.830      7.230    153.530     10.620   -170.380    -33.690
      9.957    178.970      4.850    153.000      5.670   -163.410    -40.120
      9.971    179.030      2.580    152.390      1.580   -155.410    -46.040
      9.986    179.030      0.410    151.700     -4.120   -148.070    -51.390
     10.000    178.930     -1.640    150.930     -8.550   -139.510    -56.690
     10.014    178.780     -3.570    150.100    -12.430   -132.080    -61.980
     10.029    178.600     -5.400    149.160    -15.910   -124.050    -68.570
     10.043    178.360     -7.110    148.130    -19.900   -115.080    -75.090
     10.057    178.060     -8.700    146.990    -23.680   -106.580    -80.600
     10.071    177.670    -10.160    145.810    -29.350    -98.110    -84.430
     10.086    177.200    -11.510    144.590    -33.460    -90.060    -87.450
     10.100    176.680    -12.740    143.340    -37.230    -81.460    -91.130
     10.114    176.110    -13.830    142.020    -40.710    -72.250    -95.870
     10.129    175.490    -14.780    140.620    -44.030    -62.570   -100.280
     10.143    174.840    -15.610    139.140    -47.020    -53.580   -103.900
     10.157    174.140    -16.310    137.630    -50.740    -44.210   -107.770
     10.171    173.390    -16.880    136.070    -54.220    -35.030   -110.880
     10.186    172.600    -17.310    134.470    -57.230    -24.700   -113.130
     10.200    171.760    -17.580    132.840    -60.460    -14.140   -115.910
     10.214    170.890    -17.700    131.160    -62.300     -2.850   -118.630
     10.229    169.980    -17.660    129.450    -66.160      7.440   -121.070
     10.243    169.010    -17.470    127.710    -69.320     18.570   -122.720
     10.257    168.000    -17.120    125.950    -71.300     29.460   -123.370
     10.271    166.970    -16.620    124.190    -73.010     40.280   -124.260
     10.286    165.920    -15.960    122.410    -75.100     53.060   -124.970
     10.300    164.810    -14.960    120.630    -79.520     66.450   -125.400
     10.314    163.660    -14.040    118.840    -81.390     79.790   -125.090
     10.329    162.490    -12.810    117.060    -82.180     92.740   -124.620
     10.343    161.300    -11.390    115.290    -83.220    106.050   -124.840
     10.357    160.110     -9.770    113.510    -84.140    119.410   -123.840
     10.371    158.910     -7.960    111.750    -84.470    134.280   -121.920
     10.386    157.710     -5.930    110.040    -85.350    148.840   -118.170
     10.400    156.470     -3.690    108.380    -86.620    164.360   -113.820
     10.414    155.250     -1.230    106.780    -84.980    179.990   -109.180
     10.429    154.050      1.470    105.260    -82.640    195.650   -103.460
     10.443    152.890      4.370    103.840    -80.380    210.260    -95.480
     10.457    151.770      7.490    102.540    -77.710    226.270    -86.810
     10.471    152.700     16.900    105.890    -73.050    242.520    -76.550
     10.486    149.680     14.440    100.370    -68.590    258.630    -64.130
     10.500    148.770     18.270     99.570    -60.210    274.640    -49.500
     10.514    147.980     22.300     98.980    -50.980    287.650    -34.170
     10.529    147.330     26.510     98.610    -41.180    299.990    -17.660
     10.543    146.830     30.890     98.490    -29.230    310.220      0.400
     10.557    146.510     35.380     98.650    -15.370    316.160     21.250
     10.571    146.400     39.930     99.110     -1.740    317.400     43.010
     10.586    146.480     44.470     99.870     13.330    314.760     64.020
     10.600    149.680     50.170    105.870     28.500    308.960     84.690
     10.614    147.260     53.300    102.260     41.290    299.930    103.490
     10.629    147.950     57.510    103.870     55.380    287.900    120.820
     10.643    148.830     61.530    105.700     68.390    274.750    135.620
     10.657    149.880     65.370    107.730     79.620    260.010    148.210
     10.671    151.090     68.960    109.940     89.360    241.940    158.940
     10.686    152.430     72.300    112.270     97.600    225.540    167.650
     10.700    153.870     75.400    114.720    105.320    208.840    174.560
     10.714    155.430     78.260    117.250    112.580    191.930    180.260
     10.729    157.090     80.880    119.860    119.830    175.940    185.120
     10.743    158.850     83.280    122.530    125.810    159.480    187.820
     10.757    160.670     85.430    125.230    129.020    142.690    190.620
     10.771    162.560     87.250    128.020    132.250    125.250    192.190
     10.786    164.450     89.010    130.700    135.110    109.070    191.750
     10.800    166.390     90.460    133.430    137.220     93.760    192.350
     10.814    168.350     91.690    136.180    138.590     79.340    192.570
     10.829    170.340     92.740    138.930    139.910     65.540    191.770
     10.843    172.340     93.580    141.640    141.420     51.660    189.240
     10.857    174.360     94.220    144.320    142.680     38.070    186.860
     10.871    176.410     94.680    146.960    143.610     25.340    183.620
     10.886    178.450     94.960    149.560    143.650     12.480    180.220
     10.900    180.500     95.050    152.100    143.110     -0.450    176.920
     10.914    182.530     94.970    154.590    140.950    -10.820    172.950
     10.929    184.520     94.740    157.040    138.970    -23.750    169.880
     10.943    186.490     94.310    159.430    137.430    -36.210    165.430
     10.957    188.440     93.720    161.760    136.710    -47.100    160.710
     10.971    190.370     92.980    164.030    135.040    -58.410    156.090
     10.986    192.290     92.080    166.230    133.490    -69.230    151.060
     11.000    194.190     91.020    168.350    131.540    -78.860    145.290
     11.014    196.060     89.820    170.380    127.970    -89.550    139.180
     11.029    197.840     88.470    172.290    124.210    -99.740    132.060
     11.043    199.590     86.960    174.130    122.080   -108.960    126.840
     11.057    201.320     85.360    175.900    119.080   -115.660    120.680
     11.071    203.010     83.660    177.570    116.260   -125.390    113.990
     11.086    204.660     81.800    179.140    113.040   -134.170    106.120
     11.100    206.240     79.830    180.590    109.060   -142.620     98.970
     11.114    207.770     77.730    181.940    104.540   -150.990     91.970
     11.129    209.240     75.520    183.200    100.470   -159.050     85.040
     11.143    210.650     73.210    184.360     95.150   -166.260     77.270
     11.157    211.970     70.780    185.400     89.620   -173.450     69.140
     11.171    213.200     68.250    186.330     84.390   -180.440     60.390
     11.186    214.370     65.630    187.100     79.370   -186.670     50.790
     11.200    215.460     62.920    187.750     72.900   -193.310     42.190
     11.214    216.430     60.110    188.290     66.300   -198.920     33.770
     11.229    217.320     57.240    188.720     59.430   -203.760     24.890
     11.243    218.090     54.310    189.020     51.830   -208.690     14.970
     11.257    218.790     51.300    189.150     45.660   -213.040      4.100
     11.271    219.390     48.240    189.130     38.750   -218.010     -6.170
     11.286    219.900     45.090    188.980     31.630   -222.270    -15.790
     11.300    220.280     41.890    188.680     23.590   -226.080    -28.050
     11.314    220.560     38.640    188.180     15.170   -229.020    -40.840
     11.329    220.720     35.360    187.510      6.880   -231.070    -52.600
     11.343    220.780     32.030    186.660     -1.400   -233.610    -65.240
     11.357    220.700     28.670    185.630    -12.410   -235.010    -78.560
     11.371    220.430     25.310    184.390    -22.920   -234.000    -92.000
     11.386    220.010     21.980    182.980    -34.190   -232.680   -105.720
     11.400    219.420     18.660    181.380    -46.280   -230.100   -118.630
     11.414    218.660     15.420    179.610    -57.530   -224.480   -132.090
     11.429    217.760     12.260    177.610    -69.560   -219.030   -146.590
     11.429    217.760     12.260    177.610    -69.560   -219.030   -146.590
